Gene ID,Locus Tag,Gene Name,Protein Code,Protein Product
gene344,NVIE_003280,cysS-1,A0A060HCR0,cysteine--tRNA ligase
gene345,NVIE_003290,NVIE_003290,A0A060HGQ6,putative radical SAM domain protein
gene346,NVIE_003300,lysE,A0A060HLQ8,L-lysine exporter family protein
gene347,NVIE_003310,albA,A0A060HMU9,DNA/RNA-binding protein Alba
gene348,NVIE_003320,NVIE_003320,A0A060HG09,hypothetical protein
gene349,NVIE_003330,NVIE_003330,A0A060HCR5,putative streptogramin lyase
gene350,NVIE_003340,NVIE_003340,A0A060HGQ9,drug/metabolite transporter superfamily protein
gene351,NVIE_003350,pth,A0A060HLR3,peptidyl-tRNA hydrolase
gene352,NVIE_003360,NVIE_003360,A0A060HMV2,Geranylgeranyl reductase family protein
gene353,NVIE_003370,NVIE_003370,A0A060HG14,putative Zn-ribbon RNA-binding protein
gene354,NVIE_003380,ef1b,A0A060HCS0,translation elongation factor EF-1 beta
gene355,NVIE_003390,cdc48-1,A0A060HGR4,"AAA family ATPase, CDC48 subfamily"
gene356,NVIE_003400,NVIE_003400,A0A060HLR8,protein of unknown function
gene357,NVIE_003410,ctaB-1,A0A060HMV6,protoheme IX farnesyltransferase
gene358,NVIE_003420,NVIE_003420,A0A060HG16,hypothetical protein
gene359,NVIE_003430,NVIE_003430,A0A060HCS4,putative blue (type 1) copper domain protein
gene360,NVIE_003440,NVIE_003440,A0A060HGR9,putative mov34/MPN/PAD-1 family protein
gene361,NVIE_003450,aspS1,A0A060HLS2,aspartyl-tRNA synthetase
gene362,NVIE_003460,NVIE_003460,A0A060HMV9,putative transcription elongation factor NusA
gene363,NVIE_003470,NVIE_003470,A0A060HG21,protein of unknown function
gene364,NVIE_003480,oppD,A0A060HCS9,"peptide/opine/nickel ABC uptake transporter, putative ATP-binding protein"
gene365,NVIE_003490,xpd,A0A060HGS1,putative DNA repair helicase XPD
gene366,NVIE_003500,NVIE_003500,A0A060HLS9,putative exosortase/archaeosortase family protein
gene367,NVIE_003510,dbh2,A0A060HMW4,DNA polymerase IV
gene368,NVIE_003520,pgk,A0A060HG26,phosphoglycerate kinase
gene369,NVIE_003530,NVIE_003530,A0A060HCT3,protein of unknown function DUF929
gene370,NVIE_003540,rpl10e,A0A060HGS7,50S ribosomal protein L10e
gene371,NVIE_0359,endA1,A0A060HLT4,putative tRNA-splicing endonuclease
gene372,NVIE_003550,NVIE_003550,A0A060HMW7,hypothetical protein
gene373,NVIE_003560,NVIE_003560,A0A060HG30,hypothetical protein
gene374,NVIE_003570,NVIE_003570,A0A060HCT9,protein of unknown function
gene375,NVIE_003580,NVIE_003580,A0A060HGT2,hypothetical protein
gene376,NVIE_003590,NVIE_003590,A0A060HLU0,protein of unknown function
gene377,NVIE_003600,NVIE_003600,A0A060HMX1,protein of unknown function
gene378,NVIE_003610,NVIE_003610,A0A060HG34,hypothetical protein
gene379,NVIE_003620,NVIE_003620,A0A060HCU3,Deoxyribonuclease/rho motif-related TRAM domain containing protein
gene380,NVIE_003630,NVIE_003630,A0A060HGT5,protein of unknown function
gene381,NVIE_003640,NVIE_003640,A0A060HLU5,putative signal transduction protein
gene382,NVIE_t0060,NVIE_t0060,#N/A,tRNA-Glu
gene383,NVIE_003660,NVIE_003660,A0A060HMX4,protein of unknown function
gene384,NVIE_003670,NVIE_003670,A0A060HG36,small GTP-binding protein
gene385,NVIE_003680,NVIE_003680,A0A060HCU8,putative cupredoxin
gene386,NVIE_003690,NVIE_003690,A0A060HGU0,TRAM domain-containing protein
gene387,NVIE_003700,nadX,A0A060HLV1,L-aspartate dehydrogenase
gene388,NVIE_003710,rps30e,A0A060HMX7,30S ribosomal protein S30e
gene389,NVIE_0376,NVIE_0376,A0A060HG40,fragment/protein of unknown function
gene390,NVIE_003720,NVIE_003720,A0A060HCV3,hypothetical protein
gene391,NVIE_003730,nadA,A0A060HGU4,quinolinate synthase A
gene392,NVIE_003740,nadC,A0A060HLV6,nicotinate-nucleotide pyrophosphorylase
gene393,NVIE_003750,rpoE'',A0A060HMY0,"DNA-directed RNA polymerase, subunit E``"
gene394,NVIE_003760,rpoE',A0A060HG43,"DNA-directed RNA polymerase, subunit E`"
gene395,NVIE_003770,NVIE_003770,A0A060HCV6,Mrp family signature-containing protein and domain of unknown function DUF59
gene396,NVIE_003780,NVIE_003780,A0A060HGU8,protein of unknown function DUF359
gene397,NVIE_003790,NVIE_003790,A0A060HLW3,protein of unknown function
gene398,NVIE_003800,NVIE_003800,A0A060HMY2,hypothetical protein
gene399,NVIE_003810,NVIE_003810,A0A060HG47,putative FAD linked oxidase-like
gene400,NVIE_003820,NVIE_003820,A0A060HCW0,putative methyltransferase
gene401,NVIE_003830,NVIE_003830,A0A060HGV2,putative glyoxalase/bleomycin resistance protein/dioxygenase
gene402,NVIE_0388,NVIE_0388,A0A060HLW9,protein of unknown function
gene403,NVIE_003840,NVIE_003840,A0A060HMY5,protein of unknown function
gene404,NVIE_003850,NVIE_003850,A0A060HG49,protein of unknown function
gene405,NVIE_003860,NVIE_003860,A0A060HCW4,vacuolar iron transporter family protein
gene406,NVIE_003870,NVIE_003870,A0A060HGV8,protein of unknown function
gene407,NVIE_003880,NVIE_003880,A0A060HLX2,hypothetical protein
gene408,NVIE_003890,NVIE_003890,A0A060HMY8,protein of unknown function
gene409,NVIE_003900,hsp20-2,A0A060HG53,heat-shock protein Hsp20
gene410,NVIE_003910,NVIE_003910,A0A060HCW8,putative cupredoxin
gene411,NVIE_003920,NVIE_003920,A0A060HGW1,Nitrogen regulatory protein P-II
gene412,NVIE_003930,NVIE_003930,A0A060HLX7,hypothetical protein
gene413,NVIE_003940,NVIE_003940,A0A060HMZ3,protein of unknown function
gene414,NVIE_003950,NVIE_003950,A0A060HG56,protein of unknown function
gene415,NVIE_003960,NVIE_003960,A0A060HCX3,putative universal stress family protein
gene416,NVIE_003970,NVIE_003970,A0A060HGW6,hypothetical protein
gene417,NVIE_003980,NVIE_003980,A0A060HLY3,hypothetical protein
gene418,NVIE_003990,NVIE_003990,A0A060HMZ7,UspA domain containing protein
gene419,NVIE_004000,NVIE_004000,A0A060HG60,CBS and zinc finger C2H2 domain-containing protein
gene420,NVIE_004010,NVIE_004010,A0A060HCX7,CBS domain-containing protein (modular protein)
gene421,NVIE_004020,NVIE_004020,A0A060HGX0,Universal stress protein YxiE
gene422,NVIE_004030,NVIE_004030,A0A060HLZ0,putative amino acid transporter
gene423,NVIE_004040,NVIE_004040,A0A060HN02,protein of unknown function
gene424,NVIE_004050,NVIE_004050,A0A060HG66,protein of unknown function
gene425,NVIE_004060,NVIE_004060,A0A060HCY1,protein of unknown function
gene426,NVIE_004070,adh1,A0A060HGX4,NAD-dependent alcohol dehydrogenase
gene427,NVIE_004080,NVIE_004080,A0A060HLZ4,protein of unknown function
gene428,NVIE_004090,NVIE_004090,A0A060HN05,putative UspA domain protein
gene429,NVIE_004100,NVIE_004100,A0A060HG69,protein of unknown function
gene430,NVIE_004110,NVIE_004110,A0A060HCY7,putative signal transduction protein with CBS domains
gene431,NVIE_004120,NVIE_004120,A0A060HGX9,putative UspA domain protein
gene432,NVIE_004130,NVIE_004130,A0A060HLZ9,UspA domain protein (modular protein)
gene433,NVIE_004140,NVIE_004140,A0A060HN10,hypothetical protein
gene434,NVIE_004150,NVIE_004150,A0A060HG73,protein of unknown function
gene435,NVIE_004160,NVIE_004160,A0A060HCZ1,RDD family protein
gene436,NVIE_004170,NVIE_004170,A0A060HGY3,hypothetical protein
gene437,NVIE_004180,NVIE_004180,A0A060HM04,protein of unknown function
gene438,NVIE_004190,NVIE_004190,A0A060HN14,hypothetical protein
gene439,NVIE_004200,NVIE_004200,A0A060HG79,putative cupredoxin
gene440,NVIE_004210,NVIE_004210,A0A060HCZ7,protein of unknown function
gene441,NVIE_004220,NVIE_004220,A0A060HGY8,putative methyltransferase type 11
gene442,NVIE_0425,NVIE_0425,A0A060HM08,protein of unknown function
gene443,NVIE_0426,NVIE_0426,A0A060HN18,hypothetical protein
gene444,NVIE_0427,NVIE_0427,A0A060HG85,hypothetical protein
gene445,NVIE_004240,NVIE_004240,A0A060HD01,Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein
gene446,NVIE_004250,NVIE_004250,A0A060HGZ4,"putative tetrahydromethanopterin S-methyltransferase, subunit A"
gene447,NVIE_004260,NVIE_004260,A0A060HM14,DUTPase superfamily protein
gene448,NVIE_004270,NVIE_004270,A0A060HN22,hypothetical protein
gene449,NVIE_004280,dpm,A0A060HG89,dolichol-phosphate mannosyltransferase
gene450,NVIE_004290,radA1,A0A060HD05,putative DNA repair and recombination protein RadA
gene451,NVIE_004300,NVIE_004300,A0A060HGZ8,putative snRNP Sm-like protein
gene452,NVIE_004310,metK,A0A060HM19,methionine adenosyltransferase
gene453,NVIE_004320,fabG1,A0A060HN26,3-oxoacyl-(acyl-carrier-protein) reductase
gene454,NVIE_004330,cbiD,A0A060HG95,cobalt-precorrin-6A synthase [deacetylating]
gene455,NVIE_004340,NVIE_004340,A0A060HD10,putative AsnC family transcriptional regulator
gene456,NVIE_004350,NVIE_004350,A0A060HH04,"putative Glycosyl transferase, family 39"
gene457,NVIE_004360,cbiG,A0A060HM26,cobalamin (Vitamin B12) biosynthesis protein CbiG
gene458,NVIE_004370,NVIE_004370,A0A060HN29,Precorrin-8X methylmutase/sirohydrochlorin ferrochelatase
gene459,NVIE_004380,cobB,A0A060HGA2,"cobyrinic acid A,C-diamide synthase"
gene460,NVIE_004390,NVIE_004390,A0A060HD17,protein of unknown function
gene461,NVIE_004400,cobO,A0A060HH08,cob(I)alamin adenosyltransferase
gene462,NVIE_004410,eIf-2a,A0A060HM31,"translation initiation factor 2, subunit alpha"
gene463,NVIE_004420,nop,A0A060HN36,putative ribosome biogenesis protein Nop10
gene464,NVIE_004430,NVIE_004430,A0A060HGA8,hypothetical protein
gene465,NVIE_004440,NVIE_004440,A0A060HD21,putative thioesterase superfamily protein
gene466,NVIE_004450,NVIE_004450,A0A060HH14,protein of unknown function
gene467,NVIE_004460,NVIE_004460,A0A060HM36,putative isocitrate lyase /carboxyphosphonoenolpyruvate phosphonomutase
gene468,NVIE_004470,NVIE_004470,A0A060HN41,putative glyoxalase/bleomycin resistance protein/dioxygenase
gene469,NVIE_004480,NVIE_004480,A0A060HGB3,hypothetical protein
gene470,NVIE_004490,NVIE_004490,A0A060HD28,hypothetical protein
gene471,NVIE_004510,NVIE_004510,A0A060HH18,AMMECR1 domain protein
gene472,NVIE_004520,NVIE_004520,A0A060HM41,putative glycosyltransferase
gene473,NVIE_004530,NVIE_004530,A0A060HN47,protein of unknown function
gene474,NVIE_004540,NVIE_004540,A0A060HGB8,hypothetical protein
gene475,NVIE_004550,NVIE_004550,A0A060HD33,hypothetical protein
gene476,NVIE_0459,NVIE_0459,A0A060HH23,hypothetical protein
gene477,NVIE_004560,rps15p,A0A060HM48,30S ribosomal protein S15p/S13e
gene478,NVIE_004570,NVIE_004570,A0A060HN52,"Phosphoesterase DHHA1, RecJ-like"
gene479,NVIE_004580,NVIE_004580,A0A060HGC2,hypothetical protein
gene480,NVIE_004590,serS,A0A060HD38,Serine--tRNA ligase
gene481,NVIE_004600,rps3ae,A0A060HH27,30S ribosomal protein S3ae
gene482,NVIE_004610,NVIE_004610,A0A060HM52,uncharacterised protein family UPF0201
gene483,NVIE_004620,NVIE_004620,A0A060HN56,hypothetical protein
gene484,NVIE_004630,NVIE_004630,A0A060HGC6,hypothetical protein
gene485,NVIE_004640,NVIE_004640,A0A060HD44,protein of unknown function
gene486,NVIE_004650,NVIE_004650,A0A060HH32,protein of unknown function
gene487,NVIE_004660,NVIE_004660,A0A060HM58,radical SAM domain protein
gene488,NVIE_004670,NVIE_004670,A0A060HN61,putative polysaccharide deacetylase
gene489,NVIE_0472,NVIE_0472,A0A060HGD1,putative phosphate transport regulator
gene490,NVIE_0473,endA2,A0A060HD49,tRNA-splicing endonuclease
gene491,NVIE_004690,NVIE_004690,A0A060HH37,hypothetical protein
gene492,NVIE_004700,NVIE_004700,A0A060HM62,hypothetical protein
gene493,NVIE_004710,NVIE_004710,A0A060HN65,putative histidine triad protein
gene494,NVIE_004720,NVIE_004720,A0A060HGD7,protein of unknown function
gene495,NVIE_004730,NVIE_004730,A0A060HD55,protein of unknown function
gene496,NVIE_004740,NVIE_004740,A0A060HH42,hypothetical protein
gene497,NVIE_004750,NVIE_004750,A0A060HM67,protein of unknown function
gene498,NVIE_004760,ilvD,A0A060HN71,dihydroxy-acid dehydratase
gene499,NVIE_004770,trpE,A0A060HGE2,anthranilate synthase component 1
gene500,NVIE_004780,thrC1,A0A060HD60,threonine synthase
gene501,NVIE_004790,NVIE_004790,A0A060HH45,hypothetical protein
gene502,NVIE_004800,NVIE_004800,A0A060HM74,GCN5-related N-acetyltransferase
gene503,NVIE_004810,NVIE_004810,A0A060HN76,SNF7-domain-containing protein
gene504,NVIE_004820,NVIE_004820,A0A060HGE7,hypothetical protein
gene505,NVIE_004830,bioF,A0A060HD66,8-amino-7-oxononanoate synthase
gene506,NVIE_004840,bioB,A0A060HH48,biotin synthase
gene507,NVIE_004850,NVIE_004850,A0A060HM79,cupin domain protein
gene508,NVIE_004870,NVIE_004870,A0A060HN82,putative resolvase
gene509,NVIE_004880,bioA,A0A060HGF1,adenosylmethionine-8-amino-7-oxononanoate transaminase
gene510,NVIE_004890,bioD,A0A060HD71,dethiobiotin synthase
gene511,NVIE_004900,NVIE_004900,A0A060HH52,hypothetical protein
gene512,NVIE_004910,NVIE_004910,A0A060HM83,hypothetical protein
gene513,NVIE_004920,NVIE_004920,A0A060HN88,putative mannose-1-phosphate guanyltransferase
gene514,NVIE_004930,mer,A0A060HGF9,luciferase-like monooxygenase family protein
gene515,NVIE_004940,NVIE_004940,A0A060HD78,acetoacetyl-CoA thiolase subunit A
gene516,NVIE_004950,NVIE_004950,A0A060HH56,putative acetoacetyl-CoA thiolase subunit B
gene517,NVIE_004960,NVIE_004960,A0A060HM89,hypothetical protein
gene518,NVIE_004970,NVIE_004970,A0A060HN93,"Regulatory protein, ArsR"
gene519,NVIE_t0070,NVIE_t0070,#N/A,tRNA-Undet
gene520,NVIE_004980,rpl6p,A0A060HGG4,50S ribosomal protein L6p
gene521,NVIE_004990,rps8p,A0A060HD85,30S ribosomal protein S8p
gene522,NVIE_005000,rps14p,A0A060HH61,30S ribosomal protein S14p
gene523,NVIE_0504,rpl5p,A0A060HM94,50S ribosomal protein L5p
gene524,NVIE_005010,rps4e,A0A060HNA0,30S ribosomal protein S4e
gene525,NVIE_005020,rpl24p,A0A060HGH2,30S ribosomal protein L24p
gene526,NVIE_005030,rpl14p,A0A060HD91,50S ribosomal protein L14p
gene527,NVIE_005040,rps17p,A0A060HH64,30S ribosomal protein S17p
gene528,NVIE_005050,rpn,A0A060HM98,ribonuclease P protein component 1
gene529,NVIE_005060,rpl29p,A0A060HNA6,50S ribosomal protein L29p
gene530,NVIE_005070,rps3p,A0A060HGH8,30S ribosomal protein S3p
gene531,NVIE_005080,rpl22p,A0A060HD96,50S ribosomal protein L22p
gene532,NVIE_005090,rps19p,A0A060HH67,30S ribosomal protein S19p
gene533,NVIE_005100,rpl23p,A0A060HMA4,50S ribosomal protein L23p
gene534,NVIE_005110,rpl4p,A0A060HNB3,50S ribosomal protein L4p
gene535,NVIE_005120,rpl3p,A0A060HGI5,50S ribosomal protein L3p
gene536,NVIE_005130,NVIE_005130,A0A060HDA2,protein of unknown function DUF171
gene537,NVIE_005140,NVIE_005140,A0A060HH72,alkyl hydroperoxide reductase/thiol specific antioxidant family protein
gene538,NVIE_005150,psmA1,A0A060HMB0,proteasome subunit alpha
gene539,NVIE_005160,NVIE_005160,A0A060HNB8,hypothetical protein
gene540,NVIE_005170,NVIE_005170,A0A060HGJ2,protein of unknown function DUF371
gene541,NVIE_005180,NVIE_005180,A0A060HDA8,"putative transcriptional regulator, ArsR family"
gene542,NVIE_005190,purC,A0A060HH76,phosphoribosylaminoimidazole-succinocarboxamide synthase
gene543,NVIE_005200,purK,A0A060HMB6,phosphoribosylaminoimidazole carboxylase ATPase subunit
gene544,NVIE_005210,purE1,A0A060HNC4,phosphoribosylaminoimidazole carboxylase catalytic subunit
gene545,NVIE_005220,NVIE_005220,A0A060HGJ7,protein of unknown function
gene546,NVIE_005230,NVIE_005230,A0A060HDB2,hypothetical protein
gene547,NVIE_005240,sdr-1,A0A060HH82,glucose/ribitol dehydrogenase family protein
gene548,NVIE_005250,NVIE_005250,A0A060HMC2,putative sulfonate transporter
gene549,NVIE_005260,NVIE_005260,A0A060HND0,"putative transcriptional regulator, AsnC family"
gene550,NVIE_005270,hom,A0A060HGK4,homoserine dehydrogenase
gene551,NVIE_005280,NVIE_005280,A0A060HDB7,hypothetical protein
gene552,NVIE_005290,NVIE_005290,A0A060HH87,protein of unknown function
gene553,NVIE_005300,NVIE_005300,A0A060HMC6,PUA domain containing protein
gene554,NVIE_005310,NVIE_005310,A0A060HND5,"Transcriptional regulator, Lrp family"
gene555,NVIE_005320,psmB1,A0A060HGL0,"proteasome, subunit beta"
gene556,NVIE_005330,NVIE_005330,A0A060HDC1,hypothetical protein with ATP-binding domain
gene557,NVIE_005340,NVIE_005340,A0A060HH93,"Putative copper-binding , plastocyanin/azurin family protein"
gene558,NVIE_0539,NVIE_0539,A0A060HMD1,protein of unknown function
gene559,NVIE_005350,prf,A0A060HNE3,peptide chain release factor subunit 1
gene560,NVIE_0541,NVIE_0541,A0A060HGL8,"putative transcriptional regulator, XRE family"
gene561,NVIE_0542,NVIE_0542,A0A060HDC7,hypothetical protein
gene562,NVIE_005360,uppP,A0A060HHA0,Undecaprenyl-diphosphatase
gene563,NVIE_005370,NVIE_005370,A0A060HMD5,hypothetical protein
gene564,NVIE_005380,gap,A0A060HNE8,"putative glyceraldehyde-3-phosphate dehydrogenase, phosphorylating"
gene565,NVIE_005390,trpG,A0A060HGM2,anthranilate synthase component II
gene566,NVIE_005400,trpD,A0A060HDD1,anthranilate phosphoribosyltransferase
gene567,NVIE_005410,radA2,A0A060HHA7,DNA repair and recombination protein RadA
gene568,NVIE_005420,NVIE_005420,A0A060HME1,hypothetical protein
gene569,NVIE_005430,NVIE_005430,A0A060HNF6,hypothetical protein
gene570,NVIE_005440,NVIE_005440,A0A060HGM8,protein of unknown function
gene571,NVIE_005450,NVIE_005450,A0A060HDD5,hypothetical protein
gene572,NVIE_005460,trpA,A0A060HHB2,"tryptophan synthase, alpha chain"
gene573,NVIE_005470,trpB,A0A060HME6,"tryptophan synthase, beta chain"
gene574,NVIE_005480,trpC,A0A060HNG1,indole-3-glycerol-phosphate synthase
gene575,NVIE_0556,cdc6-1,A0A060HGN6,putative cell division control protein 6
gene576,NVIE_005490,NVIE_005490,A0A060HDE2,hypothetical protein
gene577,NVIE_005500,NVIE_005500,A0A060HHB9,protein of unknown function
gene578,NVIE_005510,NVIE_005510,A0A060HMF1,protein of unknown function
gene579,NVIE_005520,pyrG,A0A060HNG8,CTP synthase
gene580,NVIE_005530,NVIE_005530,A0A060HGP1,putative inorganic polyphosphate/ATP-NAD kinase
gene581,NVIE_005540,NVIE_005540,A0A060HDE7,PfkB family carbohydrate kinase
gene582,NVIE_005550,rps26e,A0A060HHC6,30S ribosomal protein S26e
gene583,NVIE_005560,pgsA,A0A060HMF5,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
gene584,NVIE_005570,NVIE_005570,A0A060HNH3,protein of unknown function
gene585,NVIE_005580,NVIE_005580,A0A060HGP9,"putative CheY-like signal transduction response regulator, receiver domain"
gene586,NVIE_005590,NVIE_005590,A0A060HDF3,"putative membrane associated signal transduction histidine kinase, with phosphoacceptor and ATP binding domain"
gene587,NVIE_005600,NVIE_005600,A0A060HHD1,putative quinoprotein glucose/ sorbosone dehydrogenase
gene588,NVIE_005610,NVIE_005610,A0A060HMG1,putative class II aldolase/adducin family protein
gene589,NVIE_005620,atpF,A0A060HNI0,"archaeal A1A0-type ATP synthase, subunit F"
gene590,NVIE_005630,NVIE_005630,A0A060HGQ4,protein of unknown function
gene591,NVIE_0572,NVIE_0572,A0A060HDG0,protein of unknown function
gene592,NVIE_005650,NVIE_005650,A0A060HHD6,protein of unknown function
gene593,NVIE_005660,NVIE_005660,A0A060HMG6,hypothetical protein
gene594,NVIE_005670,dnaJ-1,A0A060HNI6,putative chaperone protein DnaJ
gene595,NVIE_005680,NVIE_005680,A0A060HGR0,protein of unknown function
gene596,NVIE_005690,NVIE_005690,A0A060HDG7,putative polyketide cyclase/dehydrase
gene597,NVIE_005700,NVIE_005700,A0A060HHE2,hypothetical protein
gene598,NVIE_005710,NVIE_005710,A0A060HMH2,hypothetical protein
gene599,NVIE_005720,NVIE_005720,A0A060HNJ2,hypothetical protein
gene600,NVIE_005730,NVIE_005730,A0A060HGR6,zinc finger C2H2 domain-containing protein
gene601,NVIE_0582,NVIE_0582,A0A060HDH4,putative prephenate dehydrogenase
gene602,NVIE_005740,aspC,A0A060HHE7,putative chorismate mutase
gene603,NVIE_005750,aroC,A0A060HMH8,chorismate synthase
gene604,NVIE_005760,aroA,A0A060HNJ7,3-phosphoshikimate 1-carboxyvinyltransferase
gene605,NVIE_005770,aroK,A0A060HGS3,shikimate kinase
gene606,NVIE_0587,aroE,A0A060HDI1,shikimate 5-dehydrogenase
gene607,NVIE_005780,aroD,A0A060HHF2,3-dehydroquinate dehydratase
gene608,NVIE_005790,NVIE_005790,A0A060HMI3,protein of unknown function
gene609,NVIE_005800,NVIE_005800,A0A060HNK3,hypothetical protein
gene610,NVIE_005810,NVIE_005810,A0A060HGS9,hypothetical protein
gene611,NVIE_005820,NVIE_005820,A0A060HDI8,putative DNA methylase N-4/N-6 domain protein
